the_geom,sysid,sum_min,num_trip,lat,lng,sysname,year,assigned_month,pct_ttl_num_trips,bin_num_trip,mar_ind,sysorder,may_ind,dateStr,dateTxt,display,sysname_alt,yroverchange,yroverchange_bin,trip_type
POINT (-77.0368707 38.9071923),56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,4,,,0,3,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,9999
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,2,,,0,10,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-77.0368707 38.9071923),56,5205587.633,243998,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,7,0.062076322,3,0,3,1,06/28/20 through 08/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",-0.387959254,-2,1
POINT (-85.3096801 35.0456297),54,163472,5077,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,3,0.003009532,1,0,10,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",-0.036622391,-1,1
POINT (-122.410143 37.773833),42,3467798,270766,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,1,0.990626646,4,1,2,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",,-4,9999
POINT (-72.673371 40.909849),3,15556153.12,1024956,40.909849,-72.673371,"CitiBike (New York, NY)",2020,3,0.607571076,4,1,1,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",-0.175879656,-1,1
POINT (-118.2436849 34.0522342),73,,,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,42,,,1,9,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,,2
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,51,,,1,8,0,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,9999
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,31,,,1,4,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Chicago, IL (Divvy)",,,2
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,10,,,0,7,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,9999
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,1,,,1,6,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,9999
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,32,,,1,10,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,1
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,12,,,1,5,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,4,,,1,4,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,9999
POINT (-97.7492916839957 30.2703327863944),53,302790,9486,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2020,7,0.002413364,1,0,12,1,06/28/20 through 08/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",0.071138211,1,1
POINT (-93.2650108 44.977753),25,734473.2833,21175,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,0.01064547,1,1,10,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",-0.408040032,-2,1
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,1,,,1,4,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,2
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,9,,,1,1,1,08/30/20 through 10/03/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,2,,,1,6,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,9999
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,1,,,1,8,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,9999
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,31,,,1,6,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Jersey City, NJ (CitiBike)",,,2
POINT (-72.673371 40.909849),3,25924508.42,1654737,40.909849,-72.673371,"CitiBike (New York, NY)",2020,11,0.683353466,4,1,1,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",0.228074459,1,1
POINT (-118.2436849 34.0522342),73,24031,1435,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,7,0.015995987,1,1,9,1,06/28/20 through 08/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",4.979166667,4,9999
POINT (-118.2436849 34.0522342),73,15413,460,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,6,0.006203809,1,1,9,1,05/31/20 through 06/27/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",-0.331395349,-2,2
POINT (-122.410143 37.773833),42,1112055.9,86394,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,31,,,1,2,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"San Francisco, CA (Bay Wheels)",,,9999
POINT (-82.9987942 39.9611755),58,26.21666667,6,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,6,8.09192E-05,1,1,8,1,05/31/20 through 06/27/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,-4,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,31,,,0,11,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-87.6297982 41.8781136),60,59993.15,2998,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,8,0.038063075,2,1,4,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,-4,9999
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,8,,,1,1,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,51,,,1,5,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-79.9849659685496 40.4454577489795),29,200775,4601,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,4,0.003655309,1,0,11,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",-0.391723956,-2,1
POINT (-75.1652215 39.9525839),43,1776588,69341,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,5,0.034860332,2,0,7,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",0.106128765,1,1
POINT (-85.3096801 35.0456297),54,76986,2519,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,12,0.001599151,1,0,10,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",-0.206114088,-1,1
POINT (-74.039894 40.724851),9999,50847.93333,2572,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,32,,,1,6,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Jersey City, NJ (CitiBike)",,,1
POINT (-72.673371 40.909849),3,27571440.73,1293886,40.909849,-72.673371,"CitiBike (New York, NY)",2020,5,0.650485217,4,1,1,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",-0.259366067,-2,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,2,,,1,1,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-82.9987942 39.9611755),58,11886.65,774,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,2,0.00040735,1,1,8,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",-0.157780196,-1,1
POINT (-122.6764816 45.5230622),74,89759.4,4257,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,8,0.045579622,2,1,14,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",-0.704498126,-3,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,1,,,0,11,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,2,,,0,11,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,2
POINT (-122.6764816 45.5230622),74,75018.8,3135,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,5,0.055610743,3,1,14,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",-0.786879674,-4,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,5,,,1,5,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-77.0368707 38.9071923),56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,41,,,0,3,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Washington, DC Metro (Capital Bikeshare)",,,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,10,,,1,5,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-122.410143 37.773833),42,2350813.967,151680,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,11,0.06263899,3,1,2,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.555370554,-3,1
POINT (-85.3096801 35.0456297),54,354558,10546,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,6,0.003826387,1,0,13,1,05/31/20 through 06/27/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",0.866548673,4,1
POINT (-82.9987942 39.9611755),58,166555.35,5682,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,9,0.001262666,1,1,8,1,08/30/20 through 10/03/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",0.289897843,2,1
POINT (-74.039894 40.724851),9999,557114.0167,21034,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,51,,,1,6,0,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,1
POINT (-122.6764816 45.5230622),74,29182.31667,1673,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,3,0.016477239,1,1,13,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",-0.590452876,-3,9999
POINT (-87.6297982 41.8781136),60,2097710.983,132789,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,3,0.07871436,3,1,4,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",-0.140546523,-1,1
POINT (-79.9849659685496 40.4454577489795),29,124712,4579,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,11,0.001890981,1,0,11,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",0.069110437,1,1
POINT (-118.2436849 34.0522342),73,11066,410,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,3,0.005209061,1,1,9,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",-0.088888889,-1,2
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,41,,,1,8,0,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Columbus, OH (CoGo)",,,9999
POINT (-77.0368707 38.9071923),56,0,0,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,51,,,0,3,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Washington, DC Metro (Capital Bikeshare)",,,9999
POINT (-82.9987942 39.9611755),58,16279.1,479,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,7,0.004892498,1,1,8,1,06/28/20 through 08/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,-4,2
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,11,,,1,6,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Jersey City, NJ (CitiBike)",,,2
POINT (-71.0588801 42.3600825),1,1684919.217,104262,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,3,0.06180419,3,1,5,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",0.097575611,1,1
POINT (-93.2650108 44.977753),25,,,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,52,,,1,10,0,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,9999
POINT (-118.2436849 34.0522342),73,283266,12575,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,11,0.005193073,1,1,9,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",-0.453308408,-2,1
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,41,,,1,1,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,9999
POINT (-75.1652215 39.9525839),43,516228,31476,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,12,0.019982085,1,0,7,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",-0.085531668,-1,1
POINT (-77.0368707 38.9071923),56,134.95,21,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,6,0.000270919,1,0,3,1,05/31/20 through 06/27/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,-4,9999
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,3,,,0,10,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,12,,,1,1,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"New York, NY (CitiBike)",,,2
POINT (-122.6764816 45.5230622),74,92676.58333,6503,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,2,0.049281579,2,1,13,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",0.177226647,1,2
POINT (-122.6764816 45.5230622),74,35889.08333,1580,45.5230622,-122.6764816,"BikeTown (Portland, OR)",2020,6,0.020383415,1,1,14,1,05/31/20 through 06/27/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Portland, OR (BikeTown)",-0.744088111,-3,9999
POINT (-97.7492916839957 30.2703327863944),53,,,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2020,51,,,0,12,0,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,2
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,4,,,0,7,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-77.0368707 38.9071923),56,156769.65,8322,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,12,0.127405502,4,0,3,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,-4,2
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,42,,,1,4,0,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Chicago, IL (Divvy)",,,2
POINT (-93.2650108 44.977753),25,309.9333333,23,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,5,0.000358887,1,1,10,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",-0.995128151,-4,9999
POINT (-75.1652215 39.9525839),43,0,0,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,10,,,0,7,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Philadelphia, PA (Indego)",,,2
POINT (-93.2650108 44.977753),25,0,0,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,11,,,1,14,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",,,9999
POINT (-79.9849659685496 40.4454577489795),29,0,0,40.44545775,-79.98496597,"Healthy Ride, now POGOH (Pittsburgh, PA)",2020,7,,,0,11,1,06/28/20 through 08/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Pittsburgh, PA (Healthy Ride, now POGOH)",,,9999
POINT (-122.410143 37.773833),42,509630.3333,32132,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,12,0.703476662,4,1,2,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",-0.099994398,-1,9999
POINT (-122.410143 37.773833),42,182987.6,9752,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,51,,,1,2,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"San Francisco, CA (Bay Wheels)",,,9999
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,8,,,0,13,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,2,,,1,5,1,02/02/20 through 02/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-85.3096801 35.0456297),54,0,0,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,11,,,0,10,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-77.0368707 38.9071923),56,2511919.2,152560,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,31,,,0,3,1,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",,,1
POINT (-93.2650108 44.977753),25,978361.55,35954,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,7,0.009147174,1,1,10,1,06/28/20 through 08/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",-0.357183723,-2,1
POINT (-87.6297982 41.8781136),60,4992067.483,293846,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,10,0.098645995,3,1,4,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",-0.061122898,-1,1
POINT (-77.0368707 38.9071923),56,2510480.033,201842,38.9071923,-77.0368707,"Capital Bikeshare (Washington, DC)",2020,1,0.095167326,3,0,3,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Washington, DC Metro (Capital Bikeshare)",0.335596361,2,1
POINT (-118.2436849 34.0522342),73,908,54,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,4,0.001001502,1,1,9,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",-0.720207254,-3,9999
POINT (-118.2436849 34.0522342),73,514871,22160,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,5,0.011140666,1,1,9,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",0.230495863,1,1
POINT (-122.410143 37.773833),42,1015268.6,59482,37.773833,-122.410143,"Bay Wheels (San Francisco, CA)",2020,9,0.606383738,4,1,2,1,08/30/20 through 10/03/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"San Francisco, CA (Bay Wheels)",,-4,9999
POINT (-97.7492916839957 30.2703327863944),53,0,0,30.27033279,-97.74929168,"MetroBike Austin (Austin, TX)",2020,1,,,0,12,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Austin, TX (MetroBike Austin)",,,9999
POINT (-118.2436849 34.0522342),73,23487,786,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,1,0.008097249,1,1,9,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",,-4,2
POINT (-82.9987942 39.9611755),58,0,0,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,4,,,1,8,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,2
POINT (-72.673371 40.909849),3,0,0,40.909849,-72.673371,"CitiBike (New York, NY)",2020,51,,,1,1,1,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"New York, NY (CitiBike)",,,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,4,,,1,5,1,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,9999
POINT (-85.3096801 35.0456297),54,,,35.0456297,-85.3096801,"Bike Chattanooga (Chattanooga, TN)",2020,32,,,0,13,0,03/01/20 through 03/28/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chattanooga, TN (Bike Chattanooga)",,,2
POINT (-71.0588801 42.3600825),1,0,0,42.3600825,-71.0588801,"Blue Bikes (Boston, MA)",2020,1,,,1,5,1,01/01/20 through 02/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Boston Metro, MA (Blue Bikes)",,,2
POINT (-74.039894 40.724851),9999,0,0,40.724851,-74.039894,"CitiBike (Jersey City, NJ)",2020,42,,,1,6,0,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Jersey City, NJ (CitiBike)",,,2
POINT (-93.2650108 44.977753),25,648459.4833,24403,44.977753,-93.2650108,"Nice Ride Minnesota (Minneapolis, MN)",2020,8,0.007224946,1,1,10,1,08/02/20 through 08/29/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Minneapolis, MN (Nice Ride Minnesota)",-0.443590679,-2,1
POINT (-75.1652215 39.9525839),43,136456,4969,39.9525839,-75.1652215,"Indego (Philadelphia, PA)",2020,42,,,0,7,0,03/29/20 through 05/02/20,2020 period corresponding to 2020 and 2019 beginning to end of month,1,"Philadelphia, PA (Indego)",,,1
POINT (-82.9987942 39.9611755),58,221450.4833,5572,39.9611755,-82.9987942,"CoGo (Columbus, OH)",2020,51,,,1,8,0,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Columbus, OH (CoGo)",,,1
POINT (-118.2436849 34.0522342),73,431007,18820,34.0522342,-118.2436849,"Metro Bike Share (Los Angeles, CA)",2020,7,0.004788057,1,1,9,1,06/28/20 through 08/01/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Los Angeles, CA (Metro Bike Share)",-0.44907936,-2,1
POINT (-87.6297982 41.8781136),60,0,0,41.8781136,-87.6297982,"Divvy (Chicago, IL)",2020,51,,,1,4,0,05/03/20 through 05/30/20,2020 period corresponding to 2020 and 2019 beginning to end of month,0,"Chicago, IL (Divvy)",,,2
